pair_id,act_id,act_title,year,act_chapter,part_number,part_title,chapter_number,chapter_title,section_number,section_title,mapping_type,statute_text_raw,notes_text_raw,statute_text_clean,notes_text_clean,statute_url,notes_url,notes_paragraph_numbers,selection_method,qa_status
OSA2023_001,OSA2023,Online Safety Act 2023,2023,50,PART 1,Introduction,,,2,Overview of Act,single_section,"(1) Parts 2 to 9 and 11 and 12 of this Act contain provision about the regulation by OFCOM of certain internet services. (2) Part 2 contains key definitions, including the definition of a user-to-user service, a search service, a Part 3 service and a regulated service. (3) Part 3 imposes duties of care on providers of user-to-user services and search services and requires OFCOM to issue codes of practice about those duties. (4) Part 4 imposes further duties on providers of user-to-user services and search services. (5) Part 5 imposes duties on providers of internet services (including user-to-user services and search services) that publish certain pornographic content. (6) Part 6, which imposes requirements to pay fees to OFCOM, applies to providers of internet services to which the duties in Part 3, 4 or 5 apply (“regulated services”). (7) Part 7 is about OFCOM’s powers and duties in relation to regulated services (including powers to obtain information and enforcement powers). (8) Part 8 is about appeals and complaints relating to regulated services. (9) Part 9 is about the Secretary of State’s functions in relation to regulated services. (10) Part 10 contains communications offences. (11) Parts 11 and 12 contain supplementary provisions including an index of terms defined in this Act (see section 237).",49. This section sets out the subject matters of the various parts of the Act.,"Parts 2 to 9 and 11 and 12 of this Act contain provision about the regulation by OFCOM of certain internet services. Part 2 contains key definitions, including the definition of a user-to-user service, a search service, a Part 3 service and a regulated service. Part 3 imposes duties of care on providers of user-to-user services and search services and requires OFCOM to issue codes of practice about those duties. Part 4 imposes further duties on providers of user-to-user services and search services. Part 5 imposes duties on providers of internet services (including user-to-user services and search services) that publish certain pornographic content. Part 6, which imposes requirements to pay fees to OFCOM, applies to providers of internet services to which the duties in Part 3, 4 or 5 apply (“regulated services”). Part 7 is about OFCOM’s powers and duties in relation to regulated services (including powers to obtain information and enforcement powers). Part 8 is about appeals and complaints relating to regulated services. Part 9 is about the Secretary of State’s functions in relation to regulated services. Part 10 contains communications offences. Parts 11 and 12 contain supplementary provisions including an index of terms defined in this Act (see section 237).",This section sets out the subject matters of the various parts of the Act.,https://www.legislation.gov.uk/ukpga/2023/50/section/2/enacted,https://www.legislation.gov.uk/ukpga/2023/50/notes/division/6/index.htm,49,part-stratified proportional systematic sampling; single-section headings only,passed_automated_qa
OSA2023_002,OSA2023,Online Safety Act 2023,2023,50,PART 2,Key definitions,,,4,"""Regulated service"", ""Part 3 service"" etc",single_section,"(1) This section applies for the purposes of this Act. (2) A user-to-user service is a “regulated user-to-user service”, and a search service is a “regulated search service”, if the service— (2)(a) has links with the United Kingdom (see subsections (5) and (6)), and (2)(b) is not— (2)(b)(i) a service of a description that is exempt as provided for by Schedule 1, or (2)(b)(ii) a service of a kind described in Schedule 2 (services combining user-generated content or search content not regulated by this Act with pornographic content that is regulated). (3) “Part 3 service” means a regulated user-to-user service or a regulated search service. (4) “Regulated service” means— (4)(a) a regulated user-to-user service, (4)(b) a regulated search service, or (4)(c) an internet service, other than a regulated user-to-user service or a regulated search service, that is within section 80(2) (including a service of a kind described in Schedule 2). (5) For the purposes of subsection (2), a user-to-user service or a search service “has links with the United Kingdom” if— (5)(a) the service has a significant number of United Kingdom users, or (5)(b) United Kingdom users form one of the target markets for the service (or the only target market). (6) For the purposes of subsection (2), a user-to-user service or a search service also “has links with the United Kingdom” if— (6)(a) the service is capable of being used in the United Kingdom by individuals, and (6)(b) there are reasonable grounds to believe that there is a material risk of significant harm to individuals in the United Kingdom presented by— (6)(b)(i) in the case of a user-to-user service, user-generated content present on the service or (if the service includes a search engine) search content of the service; (6)(b)(ii) in the case of a search service, search content of the service. (7) A regulated user-to-user service that includes a public search engine is referred to in this Act as a “combined service”. (7) “Public search engine” means a search engine other than one in relation to which the conditions in paragraph 7(2) of Schedule 1 (internal business service conditions) are met. (8) In this section— (8) “search content” has the same meaning as in Part 3 (see section 57); (8) “user-generated content” has the meaning given by section 55 (see subsections (3) and (4) of that section).","54. This section defines the term ""regulated service"" and other related terms used in the Act. 55. Subsection (2) sets out when user-to-user services and search services will be regulated user-to-user services and regulated search services. To be regulated, such services must have links with the United Kingdom and not be exempt under Schedule 1 or Schedule 2. Subsection (3) states that these regulated user-to-user services and search services are referred to as Part 3 services in the Act. 56. Subsection (4) defines ""regulated service"" as meaning a regulated user-to-user service, a regulated search service, or a service with links to the United Kingdom that publishes or displays provider pornographic content. 57. Subsections (5) and (6) clarify the circumstances under which a user-to-user or search service has links with the United Kingdom. A service will be in scope if it has a significant number of users in the United Kingdom or if the United Kingdom is a target market. A service will also be in scope if it can be used in the United Kingdom by individuals and there are reasonable grounds to believe that there is a material risk of significant harm to individuals in the United Kingdom. Section 80(4) applies an equivalent test to internet services which publish or display provider pornographic content. 58. As the regulatory framework established by the Act is focused on protecting individuals in the United Kingdom, these provisions ensure that services which do not have links to the United Kingdom are not in scope of regulation. 59. Subsection (7) provides that a regulated user-to-user service that includes a public search engine (i.e. one which is not an internal business service) is referred to in the Act as a ""combined service"".","This section applies for the purposes of this Act. A user-to-user service is a “regulated user-to-user service”, and a search service is a “regulated search service”, if the service— has links with the United Kingdom (see subsections (5) and (6)), and is not— a service of a description that is exempt as provided for by Schedule 1, or a service of a kind described in Schedule 2 (services combining user-generated content or search content not regulated by this Act with pornographic content that is regulated). “Part 3 service” means a regulated user-to-user service or a regulated search service. “Regulated service” means— a regulated user-to-user service, a regulated search service, or an internet service, other than a regulated user-to-user service or a regulated search service, that is within section 80(2) (including a service of a kind described in Schedule 2). For the purposes of subsection (2), a user-to-user service or a search service “has links with the United Kingdom” if— the service has a significant number of United Kingdom users, or United Kingdom users form one of the target markets for the service (or the only target market). For the purposes of subsection (2), a user-to-user service or a search service also “has links with the United Kingdom” if— the service is capable of being used in the United Kingdom by individuals, and there are reasonable grounds to believe that there is a material risk of significant harm to individuals in the United Kingdom presented by— in the case of a user-to-user service, user-generated content present on the service or (if the service includes a search engine) search content of the service; in the case of a search service, search content of the service. A regulated user-to-user service that includes a public search engine is referred to in this Act as a “combined service”. “Public search engine” means a search engine other than one in relation to which the conditions in paragraph 7(2) of Schedule 1 (internal business service conditions) are met. In this section— “search content” has the same meaning as in Part 3 (see section 57); “user-generated content” has the meaning given by section 55 (see subsections (3) and (4) of that section).","This section defines the term ""regulated service"" and other related terms used in the Act. Subsection (2) sets out when user-to-user services and search services will be regulated user-to-user services and regulated search services. To be regulated, such services must have links with the United Kingdom and not be exempt under Schedule 1 or Schedule 2. Subsection (3) states that these regulated user-to-user services and search services are referred to as Part 3 services in the Act. Subsection (4) defines ""regulated service"" as meaning a regulated user-to-user service, a regulated search service, or a service with links to the United Kingdom that publishes or displays provider pornographic content. Subsections (5) and (6) clarify the circumstances under which a user-to-user or search service has links with the United Kingdom. A service will be in scope if it has a significant number of users in the United Kingdom or if the United Kingdom is a target market. A service will also be in scope if it can be used in the United Kingdom by individuals and there are reasonable grounds to believe that there is a material risk of significant harm to individuals in the United Kingdom. Section 80(4) applies an equivalent test to internet services which publish or display provider pornographic content. As the regulatory framework established by the Act is focused on protecting individuals in the United Kingdom, these provisions ensure that services which do not have links to the United Kingdom are not in scope of regulation. Subsection (7) provides that a regulated user-to-user service that includes a public search engine (i.e. one which is not an internal business service) is referred to in the Act as a ""combined service"".",https://www.legislation.gov.uk/ukpga/2023/50/section/4/enacted,https://www.legislation.gov.uk/ukpga/2023/50/notes/division/6/index.htm,54-59,part-stratified proportional systematic sampling; single-section headings only,passed_automated_qa
OSA2023_003,OSA2023,Online Safety Act 2023,2023,50,PART 3,Providers of regulated user-to-user services and regulated search services: duties of care,CHAPTER 2,Providers of user-to-user services: duties of care,10,Safety duties about illegal content,single_section,"(1) This section sets out the duties about illegal content which apply in relation to regulated user-to-user services (as indicated by the headings). (2) A duty, in relation to a service, to take or use proportionate measures relating to the design or operation of the service to— (2)(a) prevent individuals from encountering priority illegal content by means of the service, (2)(b) effectively mitigate and manage the risk of the service being used for the commission or facilitation of a priority offence, as identified in the most recent illegal content risk assessment of the service, and (2)(c) effectively mitigate and manage the risks of harm to individuals, as identified in the most recent illegal content risk assessment of the service (see section 9(5)(g)). (3) A duty to operate a service using proportionate systems and processes designed to— (3)(a) minimise the length of time for which any priority illegal content is present; (3)(b) where the provider is alerted by a person to the presence of any illegal content, or becomes aware of it in any other way, swiftly take down such content. (4) The duties set out in subsections (2) and (3) apply across all areas of a service, including the way it is designed, operated and used as well as content present on the service, and (among other things) require the provider of a service to take or use measures in the following areas, if it is proportionate to do so— (4)(a) regulatory compliance and risk management arrangements, (4)(b) design of functionalities, algorithms and other features, (4)(c) policies on terms of use, (4)(d) policies on user access to the service or to particular content present on the service, including blocking users from accessing the service or particular content, (4)(e) content moderation, including taking down content, (4)(f) functionalities allowing users to control the content they encounter, (4)(g) user support measures, and (4)(h) staff policies and practices. (5) A duty to include provisions in the terms of service specifying how individuals are to be protected from illegal content, addressing each paragraph of subsection (3), and (in relation to paragraph (a)) separately addressing terrorism content, CSEA content (see section 59 and Schedule 6) and other priority illegal content. (6) A duty to apply the provisions of the terms of service referred to in subsection (5) consistently. (7) A duty to include provisions in the terms of service giving information about any proactive technology used by a service for the purpose of compliance with a duty set out in subsection (2) or (3) (including the kind of technology, when it is used, and how it works). (8) A duty to ensure that the provisions of the terms of service referred to in subsections (5) and (7) are clear and accessible. (9) A duty to summarise in the terms of service the findings of the most recent illegal content risk assessment of a service (including as to levels of risk and as to nature, and severity, of potential harm to individuals). (10) In determining what is proportionate for the purposes of this section, the following factors, in particular, are relevant— (10)(a) all the findings of the most recent illegal content risk assessment (including as to levels of risk and as to nature, and severity, of potential harm to individuals), and (10)(b) the size and capacity of the provider of a service. (11) In this section “illegal content risk assessment” has the meaning given by section 9. (12) See also, in relation to duties set out in this section, section 22 (duties about freedom of expression and privacy).","94. This section sets out the duties on all providers of user-to-user services with regard to illegal content on their service. 95. Subsection (2) imposes a duty on providers to take proportionate measures relating to the design or operation of the service: To prevent individuals from encountering priority illegal content by means of the service. To mitigate and manage the risk (as identified in the most recent illegal content risk assessment carried out under section 9) of the service being used for the commission or facilitation of a priority offence. To mitigate and manage the risks of harm to individuals identified in the most recent illegal content risk assessment. 96. Subsection (3) requires service providers to use proportionate systems and processes designed to minimise the length of time for which any priority illegal content is present on their services and ensure that any illegal content is swiftly taken down once they become aware of its presence. 97. Subsection (4) provides that the duties in subsections (2) and (3) apply to the way the service is designed, operated and used, as well as to the content present on it. This subsection also lists areas within which the service provider may be required to take or use measures, if proportionate, to comply with their illegal content safety duties. These areas include arrangements for compliance and risk management, service design including design of algorithms (e.g. changing the design of algorithms to prevent users from being directed to illegal content), policies on access and use (e.g. preventing repeat offenders using their services), content moderation (e.g. content removal), user empowerment and support measures and staff policies. 98. Subsections (5) and (6) impose obligations on providers to state in their terms of service how individuals are to be protected from illegal content and to apply these provisions of their terms of service consistently. 99. Subsection (7) specifies that the service provider must include information in its terms of service about any proactive technology that it uses to comply with its duties in respect of illegal content. 100. Subsection (8) sets out that the terms of service provisions required by subsections (5) and (7) must be clear and accessible. 101. Subsection (9) specifies that Category 1 providers must summarise the findings of their most recent illegal content risk assessments in their terms of service. The summary must include the risk assessment findings about levels of risk, and nature and severity of potential harm to individuals. 102. Subsection (12) signposts the fact that the duties about users’ rights to freedom of expression and privacy in section 22 are relevant to the illegal content safety duty in this section.","This section sets out the duties about illegal content which apply in relation to regulated user-to-user services (as indicated by the headings). A duty, in relation to a service, to take or use proportionate measures relating to the design or operation of the service to— prevent individuals from encountering priority illegal content by means of the service, effectively mitigate and manage the risk of the service being used for the commission or facilitation of a priority offence, as identified in the most recent illegal content risk assessment of the service, and effectively mitigate and manage the risks of harm to individuals, as identified in the most recent illegal content risk assessment of the service (see section 9(5)(g)). A duty to operate a service using proportionate systems and processes designed to— minimise the length of time for which any priority illegal content is present; where the provider is alerted by a person to the presence of any illegal content, or becomes aware of it in any other way, swiftly take down such content. The duties set out in subsections (2) and (3) apply across all areas of a service, including the way it is designed, operated and used as well as content present on the service, and (among other things) require the provider of a service to take or use measures in the following areas, if it is proportionate to do so— regulatory compliance and risk management arrangements, design of functionalities, algorithms and other features, policies on terms of use, policies on user access to the service or to particular content present on the service, including blocking users from accessing the service or particular content, content moderation, including taking down content, functionalities allowing users to control the content they encounter, user support measures, and staff policies and practices. A duty to include provisions in the terms of service specifying how individuals are to be protected from illegal content, addressing each paragraph of subsection (3), and (in relation to paragraph (a)) separately addressing terrorism content, CSEA content (see section 59 and Schedule 6) and other priority illegal content. A duty to apply the provisions of the terms of service referred to in subsection (5) consistently. A duty to include provisions in the terms of service giving information about any proactive technology used by a service for the purpose of compliance with a duty set out in subsection (2) or (3) (including the kind of technology, when it is used, and how it works). A duty to ensure that the provisions of the terms of service referred to in subsections (5) and (7) are clear and accessible. A duty to summarise in the terms of service the findings of the most recent illegal content risk assessment of a service (including as to levels of risk and as to nature, and severity, of potential harm to individuals). In determining what is proportionate for the purposes of this section, the following factors, in particular, are relevant— all the findings of the most recent illegal content risk assessment (including as to levels of risk and as to nature, and severity, of potential harm to individuals), and the size and capacity of the provider of a service. In this section “illegal content risk assessment” has the meaning given by section 9. See also, in relation to duties set out in this section, section 22 (duties about freedom of expression and privacy).","This section sets out the duties on all providers of user-to-user services with regard to illegal content on their service. Subsection (2) imposes a duty on providers to take proportionate measures relating to the design or operation of the service: To prevent individuals from encountering priority illegal content by means of the service. To mitigate and manage the risk (as identified in the most recent illegal content risk assessment carried out under section 9) of the service being used for the commission or facilitation of a priority offence. To mitigate and manage the risks of harm to individuals identified in the most recent illegal content risk assessment. Subsection (3) requires service providers to use proportionate systems and processes designed to minimise the length of time for which any priority illegal content is present on their services and ensure that any illegal content is swiftly taken down once they become aware of its presence. Subsection (4) provides that the duties in subsections (2) and (3) apply to the way the service is designed, operated and used, as well as to the content present on it. This subsection also lists areas within which the service provider may be required to take or use measures, if proportionate, to comply with their illegal content safety duties. These areas include arrangements for compliance and risk management, service design including design of algorithms (e.g. changing the design of algorithms to prevent users from being directed to illegal content), policies on access and use (e.g. preventing repeat offenders using their services), content moderation (e.g. content removal), user empowerment and support measures and staff policies. Subsections (5) and (6) impose obligations on providers to state in their terms of service how individuals are to be protected from illegal content and to apply these provisions of their terms of service consistently. Subsection (7) specifies that the service provider must include information in its terms of service about any proactive technology that it uses to comply with its duties in respect of illegal content. Subsection (8) sets out that the terms of service provisions required by subsections (5) and (7) must be clear and accessible. Subsection (9) specifies that Category 1 providers must summarise the findings of their most recent illegal content risk assessments in their terms of service. The summary must include the risk assessment findings about levels of risk, and nature and severity of potential harm to individuals. Subsection (12) signposts the fact that the duties about users’ rights to freedom of expression and privacy in section 22 are relevant to the illegal content safety duty in this section.",https://www.legislation.gov.uk/ukpga/2023/50/section/10/enacted,https://www.legislation.gov.uk/ukpga/2023/50/notes/division/6/index.htm,94-102,part-stratified proportional systematic sampling; single-section headings only,passed_automated_qa
OSA2023_004,OSA2023,Online Safety Act 2023,2023,50,PART 3,Providers of regulated user-to-user services and regulated search services: duties of care,CHAPTER 2,Providers of user-to-user services: duties of care,20,Duty about content reporting,single_section,"(1) This section sets out the duty about content reporting which applies in relation to all regulated user-to-user services. (2) A duty to operate a service using systems and processes that allow users and affected persons to easily report content which they consider to be content of a kind specified below (with the duty extending to different kinds of content depending on the kind of service, as indicated by the headings). (3) Illegal content. (4) Content that is harmful to children, present on a part of a service that it is possible for children to access. (5) In this section “affected person” means a person, other than a user of the service in question, who is in the United Kingdom and who is— (5)(a) the subject of the content, (5)(b) a member of a class or group of people with a certain characteristic targeted by the content, (5)(c) a parent of, or other adult with responsibility for, a child who is a user of the service or is the subject of the content, or (5)(d) an adult providing assistance in using the service to another adult who requires such assistance, where that other adult is a user of the service or is the subject of the content. (6) For the purposes of subsection (4), a provider is only entitled to conclude that it is not possible for children to access a service, or a part of it, if age verification or age estimation is used on the service with the result that children are not normally able to access the service or that part of it. (7) See also— (7)(a) section 22 (duties about freedom of expression and privacy), and (7)(b) section 72(5)(a) (reporting of content that terms of service allow to be taken down or restricted).","157. Subsection (2) imposes a duty on providers of regulated user-to user services to have content reporting mechanisms in place (Section 31 contains similar provisions relating to search services). 158. All providers of regulated user-to-user services must enable users and other affected persons (as defined in subsection (5)) to report illegal content; and, providers of such services which are likely to be accessed by children must also enable reporting of content that is harmful to children on parts of the service that it is possible for children to access. 159. Subsection (5) sets out a definition of ""affected person"" which lists the types of people who are not users of a service but who might be affected by content, or who may need to assist others with making a complaint. These people must also be able to use the content reporting mechanisms.","This section sets out the duty about content reporting which applies in relation to all regulated user-to-user services. A duty to operate a service using systems and processes that allow users and affected persons to easily report content which they consider to be content of a kind specified below (with the duty extending to different kinds of content depending on the kind of service, as indicated by the headings). Illegal content. Content that is harmful to children, present on a part of a service that it is possible for children to access. In this section “affected person” means a person, other than a user of the service in question, who is in the United Kingdom and who is— the subject of the content, a member of a class or group of people with a certain characteristic targeted by the content, a parent of, or other adult with responsibility for, a child who is a user of the service or is the subject of the content, or an adult providing assistance in using the service to another adult who requires such assistance, where that other adult is a user of the service or is the subject of the content. For the purposes of subsection (4), a provider is only entitled to conclude that it is not possible for children to access a service, or a part of it, if age verification or age estimation is used on the service with the result that children are not normally able to access the service or that part of it. See also— section 22 (duties about freedom of expression and privacy), and section 72(5)(a) (reporting of content that terms of service allow to be taken down or restricted).","Subsection (2) imposes a duty on providers of regulated user-to user services to have content reporting mechanisms in place (Section 31 contains similar provisions relating to search services). All providers of regulated user-to-user services must enable users and other affected persons (as defined in subsection (5)) to report illegal content; and, providers of such services which are likely to be accessed by children must also enable reporting of content that is harmful to children on parts of the service that it is possible for children to access. Subsection (5) sets out a definition of ""affected person"" which lists the types of people who are not users of a service but who might be affected by content, or who may need to assist others with making a complaint. These people must also be able to use the content reporting mechanisms.",https://www.legislation.gov.uk/ukpga/2023/50/section/20/enacted,https://www.legislation.gov.uk/ukpga/2023/50/notes/division/6/index.htm,157-159,part-stratified proportional systematic sampling; single-section headings only,passed_automated_qa
OSA2023_005,OSA2023,Online Safety Act 2023,2023,50,PART 3,Providers of regulated user-to-user services and regulated search services: duties of care,CHAPTER 3,Providers of search services: duties of care,30,Safety duties protecting children: interpretation,single_section,"(1) In determining what is proportionate for the purposes of section 29, the following factors, in particular, are relevant— (1)(a) all the findings of the most recent children’s risk assessment (including as to levels of risk and as to nature, and severity, of potential harm to children), and (1)(b) the size and capacity of the provider of a service. (2) So far as a duty set out in section 29 relates to non-designated content that is harmful to children, the duty is to be taken to extend only to addressing risks of harm from the kinds of such content that have been identified in the most recent children’s risk assessment (if any have been identified). (3) The reference in section 29(3)(b) to children in age groups judged to be at risk of harm from content that is harmful to children is a reference to children in age groups judged to be at risk of such harm as assessed by the provider of a service in the most recent children’s risk assessment of the service. (4) The duties set out in section 29(3) are to be taken to extend only to content that is harmful to children where the risk of harm is presented by the nature of the content (rather than the fact of its dissemination). (5) The duties set out in section 29 extend only to such parts of a service as it is possible for children to access. (6) For the purposes of subsection (5), a provider is only entitled to conclude that it is not possible for children to access a service, or a part of it, if age verification or age estimation is used on the service with the result that children are not normally able to access the service or that part of it. (7) In section 29 and this section “children’s risk assessment” has the meaning given by section 28. (8) See also, in relation to duties set out in section 29, section 33 (duties about freedom of expression and privacy).","201. This section sets out how the child safety duties on search services in section 29 are to be interpreted. 202. Subsection (1) specifies the factors which are particularly relevant in determining whether steps, systems and processes for the purposes of section 29 are proportionate. 203. Subsection (2) specifies that service providers are only required to meet a duty in this section in relation to non-designated content that is harmful to children if risks from such content have been identified in the most recent children’s risk assessment. Non-designated content is that which is neither primary priority content nor priority content but which would satisfy the test of being harmful to children in section 60(2)(c). 204. Subsection (3) explains that references in section 29 to children judged to be in age groups at risk of harm from content that is harmful to children, are to be read as being those who have been assessed as such by the provider in its most recent children’s risk assessment. 205. Subsection (4) provides that the duties in section 29(3) (which require service providers to take steps to minimise the risk of children encountering search content that is harmful to children) apply only in relation to content which gives rise to a risk of harm due to its nature. It would not be feasible for providers to fulfil these duties for content that is only harmful by the fact of its dissemination. An example would be doxxing, where the content is not inherently harmful to children encountering it but its dissemination may be harmful to a particular targeted child. 206. Subsection (5) clarifies that the duties in section 29 extend only to those parts of the service which it is possible for children to access. Under subsection (6), a provider can only conclude that children cannot access a service, or part of a service, if age verification or age estimation is used on the service, with the result that children are not normally able to access it.","In determining what is proportionate for the purposes of section 29, the following factors, in particular, are relevant— all the findings of the most recent children’s risk assessment (including as to levels of risk and as to nature, and severity, of potential harm to children), and the size and capacity of the provider of a service. So far as a duty set out in section 29 relates to non-designated content that is harmful to children, the duty is to be taken to extend only to addressing risks of harm from the kinds of such content that have been identified in the most recent children’s risk assessment (if any have been identified). The reference in section 29(3)(b) to children in age groups judged to be at risk of harm from content that is harmful to children is a reference to children in age groups judged to be at risk of such harm as assessed by the provider of a service in the most recent children’s risk assessment of the service. The duties set out in section 29(3) are to be taken to extend only to content that is harmful to children where the risk of harm is presented by the nature of the content (rather than the fact of its dissemination). The duties set out in section 29 extend only to such parts of a service as it is possible for children to access. For the purposes of subsection (5), a provider is only entitled to conclude that it is not possible for children to access a service, or a part of it, if age verification or age estimation is used on the service with the result that children are not normally able to access the service or that part of it. In section 29 and this section “children’s risk assessment” has the meaning given by section 28. See also, in relation to duties set out in section 29, section 33 (duties about freedom of expression and privacy).","This section sets out how the child safety duties on search services in section 29 are to be interpreted. Subsection (1) specifies the factors which are particularly relevant in determining whether steps, systems and processes for the purposes of section 29 are proportionate. Subsection (2) specifies that service providers are only required to meet a duty in this section in relation to non-designated content that is harmful to children if risks from such content have been identified in the most recent children’s risk assessment. Non-designated content is that which is neither primary priority content nor priority content but which would satisfy the test of being harmful to children in section 60(2)(c). Subsection (3) explains that references in section 29 to children judged to be in age groups at risk of harm from content that is harmful to children, are to be read as being those who have been assessed as such by the provider in its most recent children’s risk assessment. Subsection (4) provides that the duties in section 29(3) (which require service providers to take steps to minimise the risk of children encountering search content that is harmful to children) apply only in relation to content which gives rise to a risk of harm due to its nature. It would not be feasible for providers to fulfil these duties for content that is only harmful by the fact of its dissemination. An example would be doxxing, where the content is not inherently harmful to children encountering it but its dissemination may be harmful to a particular targeted child. Subsection (5) clarifies that the duties in section 29 extend only to those parts of the service which it is possible for children to access. Under subsection (6), a provider can only conclude that children cannot access a service, or part of a service, if age verification or age estimation is used on the service, with the result that children are not normally able to access it.",https://www.legislation.gov.uk/ukpga/2023/50/section/30/enacted,https://www.legislation.gov.uk/ukpga/2023/50/notes/division/6/index.htm,201-206,part-stratified proportional systematic sampling; single-section headings only,passed_automated_qa
